group,subject,item,expected
S,S_15,36,1
S,S_15,37,1
S,S_16,1,1
S,S_16,2,1
S,S_16,3,1
S,S_16,4,0
S,S_16,5,0
S,S_16,6,1
S,S_16,7,1
S,S_16,8,0
S,S_16,9,1
S,S_16,10,1
S,S_16,11,1
S,S_16,12,0
S,S_16,13,1
S,S_16,14,1
S,S_16,15,0
S,S_16,16,1
S,S_16,17,1
S,S_16,18,1
S,S_16,19,0
S,S_16,20,0
S,S_16,21,1
S,S_16,22,1
S,S_16,23,0
S,S_16,24,1
S,S_16,25,1
S,S_16,26,1
S,S_16,27,1
S,S_16,28,1
S,S_16,29,1
S,S_16,30,1
S,S_16,31,1
S,S_16,32,1
S,S_16,33,1
S,S_16,34,1
S,S_16,35,1
S,S_16,36,1
S,S_16,37,1
S,S_17,1,1
S,S_17,2,1
S,S_17,4,1
S,S_17,5,1
S,S_17,6,0
S,S_17,7,1
S,S_17,8,1
S,S_17,9,1
S,S_17,10,1
S,S_17,11,1
S,S_17,12,0
S,S_17,13,1
S,S_17,14,1
S,S_17,15,0
S,S_17,16,0
S,S_17,17,1
S,S_17,18,1
S,S_17,19,1
S,S_17,20,0
S,S_17,21,1
S,S_17,22,1
S,S_17,23,0
S,S_17,24,0
S,S_17,25,0
S,S_17,26,1
S,S_17,27,1
S,S_17,28,1
S,S_17,29,1
S,S_17,30,1
S,S_17,31,1
S,S_17,32,0
S,S_17,33,0
S,S_17,34,1
S,S_17,35,0
S,S_17,36,1
S,S_17,37,1
S,S_18,1,1
S,S_18,2,1
S,S_18,4,1
S,S_18,5,1
S,S_18,6,1
S,S_18,7,1
S,S_18,8,1
S,S_18,9,1
S,S_18,10,0
S,S_18,11,1
S,S_18,12,1
S,S_18,13,0
S,S_18,14,1
S,S_18,15,1
S,S_18,16,0
S,S_18,17,1
S,S_18,18,0
S,S_18,19,1
S,S_18,20,1
S,S_18,21,1
S,S_18,22,1
S,S_18,23,1
S,S_18,24,1
S,S_18,25,1
S,S_18,26,1
S,S_18,27,1
S,S_18,28,1
S,S_18,29,1
S,S_18,30,1
S,S_18,31,0
S,S_18,32,1
S,S_18,33,1
S,S_18,34,1
S,S_18,35,1
S,S_18,36,1
S,S_18,37,1
S,S_19,1,1
S,S_19,2,1
S,S_19,4,0
S,S_19,5,1
S,S_19,6,1
S,S_19,7,1
S,S_19,8,1
S,S_19,9,0
S,S_19,10,0
S,S_19,11,0
S,S_19,12,0
S,S_19,13,1
S,S_19,14,1
S,S_19,15,1
S,S_19,16,0
S,S_19,17,1
S,S_19,18,1
S,S_19,19,1
S,S_19,20,1
S,S_19,21,1
S,S_19,22,1
S,S_19,23,1
S,S_19,24,1
S,S_19,25,0
S,S_19,26,1
S,S_19,27,1
S,S_19,28,1
S,S_19,29,1
S,S_19,30,1
S,S_19,31,1
S,S_19,32,1
S,S_19,33,1
S,S_19,34,0
S,S_19,35,1
S,S_19,36,1
S,S_19,37,1
S,S_20,1,0
S,S_20,2,1
S,S_20,3,1
S,S_20,4,1
S,S_20,5,1
S,S_20,6,1
S,S_20,7,1
S,S_20,8,0
S,S_20,9,1
S,S_20,10,0
S,S_20,11,1
S,S_20,12,1
S,S_20,13,1
S,S_20,14,0
S,S_20,15,1
S,S_20,16,1
S,S_20,17,1
S,S_20,18,1
S,S_20,19,0
S,S_20,20,0
S,S_20,21,1
S,S_20,22,0
S,S_20,23,1
S,S_20,24,1
S,S_20,25,1
S,S_20,26,1
S,S_20,27,1
S,S_20,28,1
S,S_20,29,1
S,S_20,30,1
S,S_20,31,0
S,S_20,32,1
S,S_20,33,1
S,S_20,34,1
S,S_20,35,1
S,S_20,36,1
S,S_20,37,1
